Sample ID,Allo [mg/m3],Alpha Beta Car [mg/m3],Ammonium [μmol/l],Anth [mg/m3],Asta [mg/m3],Average Host Abundance [%],Beta Beta Car [mg/m3],Bleaching [%],Bottom Depth,But Fuco [mg/m3],Cantha [mg/m3],Chlf Ctd,Chlorophyll A [μg/l],Coastal,Conductivity Sm [s/m],Cphl A [mg/m3],Cphl B [mg/m3],Cphl C1 [mg/m3],Cphl C2 [mg/m3],Cphl C3 [mg/m3],Cphlide A [mg/m3],Date Sampled,"Density Ctd [density, kg/m^3]",Depth [m],Diadchr [mg/m3],Diadino [mg/m3],Diato [mg/m3],Dino [mg/m3],Dv Cphl A [mg/m3],Dv Cphl A And Cphl A [mg/m3],Dv Cphl B [mg/m3],Dv Cphl B And Cphl B [mg/m3],Echin [mg/m3],Environment,Fine Sediment [%],Fluorescence [au],Fouling [%],Fouling Organisms,Fuco [mg/m3],Geo Loc [country:subregion],Grazing [%],Grazing Number,Gyro [mg/m3],Hex Fuco [mg/m3],Host Abundance [individuals per m2],Host Abundance Seaweed [mean number ind per m2 +/- se],Host Species,Host State,Information,Inorganic Fraction [mg/l],Keto Hex Fuco [mg/m3],Latitude [decimal degrees],Length [cm],Longitude [decimal degrees],Lut [mg/m3],Lyco [mg/m3],Mg Dvp [mg/m3],Microbial Abundance [cells per ml],Ncbi Bioproject Accession,Ncbi Biosample Accession,Neo [mg/m3],Nitrate Nitrite [μmol/l],Nitrite [μmol/l],No2 [µmol/l],Notes,Npic [mg/l],Npoc [mg/l],Nrs Location Code Voyage Code,Nrs Sample Code,Nrs Trip Code,Organic Fraction [mg/l],Organism,Oxygen Ctd Pelagic [μmol/kg],Oxygen Lab [μmol/l],Pam Fluorometer [pam],Perid [mg/m3],Ph Level [h2o],Phide A [mg/m3],Phosphate [μmol/l],Phytin A [mg/m3],Phytin B [mg/m3],Pn [µmol/l],Poc [µmol/l],Pras [mg/m3],Pressure Bottle,Pyrophide A [mg/m3],Pyrophytin A [mg/m3],Salinity Ctd [psu],Salinity Lab [psu],Sample Site,Sample Type,Samplename Depth,Secchi Depth [m],Silicate [μmol/l],Sio2 [µmol/l],"Temperature [its-90, deg c]","Temperature Ctd [its-90, deg c]",Time Sampled,Total Alkalinity [μmol/kg],Total Carbon [%],Total Co2 [μmol/kg],Total Nitrogen [%],Touching Organisms,Transmittance [%],Tss [mg/l],Turbidity Ctd [nephelometric turbidity units],Viola [mg/m3],Zea [mg/m3]
102.100.100/37678,,,,,,,,,,,,,,,,,,,,,,2017-03-01,,0.0,,,,,,,,,,Marine,,,,,,Southern Ocean: Totten,,,,,,,,,,,,-53.911667,,136.141667,,,,,PRJNA385736,SAMN08363751,,,,,(null),,,IN2017_V01,,,,marine metagenome,,,,,,,,,,,,,,,,,,UW51,Pelagic_Public,102.100.100/37678_0,,,,,,n/a,,,,,,,,,,
102.100.100/37679,,,,,,,,,,,,,,,,,,,,,,2017-03-01,,0.0,,,,,,,,,,Marine,,,,,,Southern Ocean: Totten,,,,,,,,,,,,-52.1185,,139.395667,,,,,PRJNA385736,SAMN08363752,,,,,(null),,,IN2017_V01,,,,marine metagenome,,,,,,,,,,,,,,,,,,UW52,Pelagic_Public,102.100.100/37679_0,,,,,,n/a,,,,,,,,,,
102.100.100/37680,,,,,,,,,,,,,,,,,,,,,,2016-01-22,,2531.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-64.642167,,93.5645,,,,,PRJNA385736,SAMN08363753,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37680_2531,,,,,,16:30:00,,,,,,,,,,
102.100.100/37681,,,,,,,,,,,,,,,,,,,,,,2016-01-22,,3260.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-64.0,,93.55,,,,,PRJNA385736,SAMN08363754,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37681_3260,,,,,,05:30:00,,,,,,,,,,
102.100.100/37682,,,,,,,,,,,,,,,,,,,,,,2016-01-23,,3165.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-63.470333,,93.547333,,,,,PRJNA385736,SAMN08363755,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37682_3165,,,,,,06:35:00,,,,,,,,,,
102.100.100/37683,,,,,,,,,,,,,,,,,,,,,,2016-01-23,,3320.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-63.133333,,93.57,,,,,PRJNA385736,SAMN08363756,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37683_3320,,,,,,16:54:00,,,,,,,,,,
102.100.100/37684,,,,,,,,,,,,,,,,,,,,,,2016-01-23,,3970.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-62.284,,93.152833,,,,,PRJNA385736,SAMN08363757,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37684_3970,,,,,,22:24:00,,,,,,,,,,
102.100.100/37685,,,,,,,,,,,,,,,,,,,,,,2016-01-24,,303.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-61.715,,93.367667,,,,,PRJNA385736,SAMN08363758,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37685_303,,,,,,05:23:00,,,,,,,,,,
102.100.100/37686,,,,,,,,,,,,,,,,,,,,,,2016-01-24,,300.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-61.15,,93.548667,,,,,PRJNA385736,SAMN08363759,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37686_300,,,,,,15:59:00,,,,,,,,,,
102.100.100/37687,,,,,,,,,,,,,,,,,,,,,,2016-01-25,,300.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-61.973383,,92.5476,,,,,PRJNA385736,SAMN08363760,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37687_300,,,,,,05:43:00,,,,,,,,,,
102.100.100/37688,,,,,,,,,,,,,,,,,,,,,,2016-01-25,,4080.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-62.328667,,91.532,,,,,PRJNA385736,SAMN08363761,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37688_4080,,,,,,21:31:00,,,,,,,,,,
102.100.100/37689,,,,,,,,,,,,,,,,,,,,,,2016-01-26,,4168.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-62.391017,,89.667167,,,,,PRJNA385736,SAMN08363762,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37689_4168,,,,,,13:10:00,,,,,,,,,,
102.100.100/37690,,,,,,,,,,,,,,,,,,,,,,2016-01-27,,3820.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-62.47075,,87.7859,,,,,PRJNA385736,SAMN08363763,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37690_3820,,,,,,03:19:00,,,,,,,,,,
102.100.100/37691,,,,,,,,,,,,,,,,,,,,,,2016-01-27,,3765.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-62.513333,,86.114833,,,,,PRJNA385736,SAMN08363764,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37691_3765,,,,,,14:42:00,,,,,,,,,,
102.100.100/37692,,,,,,,,,,,,,,,,,,,,,,2016-01-28,,2630.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-62.533,,83.900333,,,,,PRJNA385736,SAMN08363765,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37692_2630,,,,,,02:37:00,,,,,,,,,,
102.100.100/37693,,,,,,,,,,,,,,,,,,,,,,2016-01-28,,1988.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-62.517333,,82.025,,,,,PRJNA385736,SAMN08363766,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37693_1988,,,,,,20:50:00,,,,,,,,,,
102.100.100/37694,,,,,,,,,,,,,,,,,,,,,,2016-01-29,,2985.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-62.533,,82.011,,,,,PRJNA385736,SAMN08363767,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37694_2985,,,,,,19:00:00,,,,,,,,,,
102.100.100/37695,,,,,,,,,,,,,,,,,,,,,,2016-01-30,,3707.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-63.95155,,83.140217,,,,,PRJNA385736,SAMN08363768,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37695_3707,,,,,,05:14:00,,,,,,,,,,
102.100.100/37696,,,,,,,,,,,,,,,,,,,,,,2016-01-31,,3632.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-64.345,,83.536,,,,,PRJNA385736,SAMN08363769,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37696_3632,,,,,,10:00:00,,,,,,,,,,
102.100.100/37697,,,,,,,,,,,,,,,,,,,,,,2016-02-01,,3585.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-64.645,,84.331667,,,,,PRJNA385736,SAMN08363770,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37697_3585,,,,,,01:04:00,,,,,,,,,,
102.100.100/37698,,,,,,,,,,,,,,,,,,,,,,2016-02-01,,3241.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-65.180667,,85.226333,,,,,PRJNA385736,SAMN08363771,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37698_3241,,,,,,20:38:00,,,,,,,,,,
102.100.100/37699,,,,,,,,,,,,,,,,,,,,,,2016-02-02,,1226.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-65.1605,,91.637833,,,,,PRJNA385736,SAMN08363772,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37699_1226,,,,,,18:54:00,,,,,,,,,,
102.100.100/37700,,,,,,,,,,,,,,,,,,,,,,2016-02-03,,3626.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-64.310583,,89.803133,,,,,PRJNA385736,SAMN08363773,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37700_3626,,,,,,14:00:00,,,,,,,,,,
102.100.100/37701,,,,,,,,,,,,,,,,,,,,,,2016-02-04,,200.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-63.596667,,88.207833,,,,,PRJNA385736,SAMN08363774,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37701_200,,,,,,03:15:00,,,,,,,,,,
102.100.100/37702,,,,,,,,,,,,,,,,,,,,,,2016-02-04,,3840.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-63.129667,,87.259917,,,,,PRJNA385736,SAMN08363775,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37702_3840,,,,,,14:00:00,,,,,,,,,,
102.100.100/37703,,,,,,,,,,,,,,,,,,,,,,2016-02-04,,200.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-62.507667,,86.132667,,,,,PRJNA385736,SAMN08363776,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37703_200,,,,,,22:12:00,,,,,,,,,,
102.100.100/37704,,,,,,,,,,,,,,,,,,,,,,2016-02-05,,3200.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-61.913783,,85.0465,,,,,PRJNA385736,SAMN08363777,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37704_3200,,,,,,10:30:00,,,,,,,,,,
102.100.100/37705,,,,,,,,,,,,,,,,,,,,,,2016-02-05,,2364.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-61.1905,,83.866333,,,,,PRJNA385736,SAMN08363778,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37705_2364,,,,,,22:21:00,,,,,,,,,,
102.100.100/37706,,,,,,,,,,,,,,,,,,,,,,2016-02-06,,1731.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-60.36105,,82.536783,,,,,PRJNA385736,SAMN08363779,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37706_1731,,,,,,14:00:00,,,,,,,,,,
102.100.100/37707,,,,,,,,,,,,,,,,,,,,,,2016-02-07,,1943.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-59.3435,,81.071167,,,,,PRJNA385736,SAMN08363780,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37707_1943,,,,,,09:30:00,,,,,,,,,,
102.100.100/37708,,,,,,,,,,,,,,,,,,,,,,2016-02-07,,1559.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-58.653083,,80.142833,,,,,PRJNA385736,SAMN08363781,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37708_1559,,,,,,19:34:00,,,,,,,,,,
102.100.100/37709,,,,,,,,,,,,,,,,,,,,,,2016-02-08,,1811.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-58.2336,,82.00795,,,,,PRJNA385736,SAMN08363782,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37709_1811,,,,,,07:20:00,,,,,,,,,,
102.100.100/37710,,,,,,,,,,,,,,,,,,,,,,2016-02-08,,3215.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-57.931667,,83.359333,,,,,PRJNA385736,SAMN08363783,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37710_3215,,,,,,21:30:00,,,,,,,,,,
102.100.100/37711,,,,,,,,,,,,,,,,,,,,,,2016-02-09,,4625.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-57.5929,,84.6199,,,,,PRJNA385736,SAMN08363784,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37711_4625,,,,,,10:05:00,,,,,,,,,,
102.100.100/37712,,,,,,,,,,,,,,,,,,,,,,2016-02-09,,225.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-57.8225,,85.281667,,,,,PRJNA385736,SAMN08363785,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37712_225,,,,,,17:43:00,,,,,,,,,,
102.100.100/37713,,,,,,,,,,,,,,,,,,,,,,2016-02-10,,201.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-58.868933,,85.137983,,,,,PRJNA385736,SAMN08363786,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37713_201,,,,,,06:27:00,,,,,,,,,,
102.100.100/37714,,,,,,,,,,,,,,,,,,,,,,2016-02-10,,199.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-59.093233,,84.446117,,,,,PRJNA385736,SAMN08363787,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37714_199,,,,,,15:18:00,,,,,,,,,,
102.100.100/37715,,,,,,,,,,,,,,,,,,,,,,2016-02-11,,4471.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-59.984617,,86.76755,,,,,PRJNA385736,SAMN08363788,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37715_4471,,,,,,07:55:00,,,,,,,,,,
102.100.100/37716,,,,,,,,,,,,,,,,,,,,,,2016-02-11,,4196.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-60.069617,,85.856683,,,,,PRJNA385736,SAMN08363789,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37716_4196,,,,,,20:20:00,,,,,,,,,,
102.100.100/37717,,,,,,,,,,,,,,,,,,,,,,2016-02-12,,1354.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-60.315767,,83.595417,,,,,PRJNA385736,SAMN08363790,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37717_1354,,,,,,16:40:00,,,,,,,,,,
102.100.100/37718,,,,,,,,,,,,,,,,,,,,,,2016-02-12,,1735.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-60.36275,,82.572,,,,,PRJNA385736,SAMN08363791,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37718_1735,,,,,,23:01:00,,,,,,,,,,
102.100.100/37719,,,,,,,,,,,,,,,,,,,,,,2016-02-13,,2655.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-60.896317,,79.935167,,,,,PRJNA385736,SAMN08363792,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37719_2655,,,,,,14:00:00,,,,,,,,,,
102.100.100/37720,,,,,,,,,,,,,,,,,,,,,,2016-02-14,,3318.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-61.325667,,77.580667,,,,,PRJNA385736,SAMN08363793,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37720_3318,,,,,,04:18:00,,,,,,,,,,
102.100.100/37721,,,,,,,,,,,,,,,,,,,,,,2016-02-14,,4036.0,,,,,,,,,,Marine,,,,,,Southern Ocean: K-axis,,,,,,,,,,,,-61.822667,,74.1272,,,,,PRJNA385736,SAMN08363794,,,,,(null),,,(null),,,,marine metagenome,,,,,,,,,,,,,,,,,,K-Axis CTD,Pelagic_Public,102.100.100/37721_4036,,,,,,22:49:00,,,,,,,,,,
102.100.100/37916,,,,,,,,,,,,,,BI_CA_030616_2,,,,,,,,2016-06-03,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954206,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,14:00:00,,,,,,,,,,
102.100.100/37917,,,,,,,,,,,,,,BI_CA_050416_1,,,,,,,,2016-04-05,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954207,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,14:30:00,,,,,,,,,,
102.100.100/37918,,,,,,,,,,,,,,BI_CA_050416_2,,,,,,,,2016-04-05,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954208,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,14:30:00,,,,,,,,,,
102.100.100/37919,,,,,,,,,,,,,,BI_CA_050416_3,,,,,,,,2016-04-05,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954209,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,14:30:00,,,,,,,,,,
102.100.100/37920,,,,,,,,,,,,,,BI_CA_050417_1,,,,,,,,2017-04-05,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954210,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,10:45:00,,,,,,,,,,
102.100.100/37921,,,,,,,,,,,,,,BI_CA_050417_2,,,,,,,,2017-04-05,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954211,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,10:45:00,,,,,,,,,,
102.100.100/37922,,,,,,,,,,,,,,BI_CA_050417_3,,,,,,,,2017-04-05,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954212,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,10:45:00,,,,,,,,,,
102.100.100/37923,,,,,,,,,,,,,,BI_CA_050617_1,,,,,,,,2017-06-05,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954213,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,13:45:00,,,,,,,,,,
102.100.100/37924,,,,,,,,,,,,,,BI_CA_050617_2,,,,,,,,2017-06-05,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954214,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,13:45:00,,,,,,,,,,
102.100.100/37925,,,,,,,,,,,,,,BI_CA_050617_3,,,,,,,,2017-06-05,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954215,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,13:45:00,,,,,,,,,,
102.100.100/37926,,,,,,,,,,,,,,BI_CA_050716_1,,,,,,,,2016-07-05,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954216,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,14:00:00,,,,,,,,,,
102.100.100/37927,,,,,,,,,,,,,,BI_CA_050716_2,,,,,,,,2016-07-05,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954217,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,14:00:00,,,,,,,,,,
102.100.100/37928,,,,,,,,,,,,,,BI_CA_050716_3,,,,,,,,2016-07-05,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954218,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,14:00:00,,,,,,,,,,
102.100.100/37929,,,,,,,,,,,,,,BI_CA_061016_1,,,,,,,,2016-10-06,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954219,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,14:00:00,,,,,,,,,,
102.100.100/37930,,,,,,,,,,,,,,BI_CA_061016_2,,,,,,,,2016-10-06,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954220,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,14:00:00,,,,,,,,,,
102.100.100/37931,,,,,,,,,,,,,,BI_CA_061016_3,,,,,,,,2016-10-06,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954221,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,14:00:00,,,,,,,,,,
102.100.100/37932,,,,,,,,,,,,,,BI_CA_070217_1,,,,,,,,2017-02-07,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954222,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,10:00:00,,,,,,,,,,
102.100.100/37933,,,,,,,,,,,,,,BI_CA_070217_2,,,,,,,,2017-02-07,,9.0,,,,,,,,,,Marine,,,,,,,,,,,1.0,,Crella incrustans,healthy,,,,-33.992034,,151.232282,,,,,PRJNA385736,SAMN08954223,,,,,subspecies levis,,,,,,,,,,,,,,,,,,,,,,,,,Bare Island,Sponge,,,,,,,10:00:00,,,,,,,,,,
